date,start,end,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
30.06.2021,14:00,15:00,0.0,0.0,291,289,,608,612
30.06.2021,15:00,16:00,0.0,0.0,291,289,,607,610
30.06.2021,16:00,17:00,0.0,0.0,292,289,,609,612
30.06.2021,17:00,18:00,0.0,0.0,291,288,,605,611
30.06.2021,18:00,19:00,0.0,0.0,292,289,,610,612
30.06.2021,19:00,20:00,0.0,0.0,291,289,,607,612
30.06.2021,20:00,21:00,0.0,0.0,291,288,,610,610
30.06.2021,21:00,22:00,0.0,0.0,273,290,,612,556
30.06.2021,22:00,23:00,0.0,0.0,194,290,,611,361
30.06.2021,23:00,00:00,0.0,0.0,203,289,,612,367
01.07.2021,00:00,01:00,0.0,0.0,203,289,,610,366
01.07.2021,01:00,02:00,0.0,0.0,203,289,,609,367
01.07.2021,02:00,03:00,0.0,0.0,203,290,,610,367
01.07.2021,03:00,04:00,0.0,0.0,203,290,,611,368
01.07.2021,04:00,05:00,0.0,0.0,203,290,,611,368
01.07.2021,05:00,06:00,0.0,0.0,203,289,,612,369
01.07.2021,06:00,07:00,0.0,0.0,202,287,,610,551
01.07.2021,07:00,08:00,0.0,0.0,203,288,,613,613
01.07.2021,08:00,09:00,0.0,0.0,204,288,,613,584
01.07.2021,09:00,10:00,0.0,0.0,206,289,,612,576
01.07.2021,10:00,11:00,0.0,0.0,205,288,,612,531
01.07.2021,11:00,12:00,0.0,0.0,217,288,,612,479
01.07.2021,12:00,13:00,0.0,0.0,202,288,,614,458
01.07.2021,13:00,14:00,0.0,0.0,202,288,,613,366
01.07.2021,14:00,15:00,0.0,0.0,202,288,,610,274
01.07.2021,15:00,16:00,0.0,0.0,202,288,,612,275
01.07.2021,16:00,17:00,0.0,0.0,203,279,,612,275
01.07.2021,17:00,18:00,0.0,0.0,217,244,,612,277
01.07.2021,18:00,19:00,0.0,0.0,266,247,,608,376
01.07.2021,19:00,20:00,0.0,0.0,291,247,,610,608
01.07.2021,20:00,21:00,0.0,0.0,292,248,,612,613
01.07.2021,21:00,22:00,0.0,0.0,290,253,,610,612
01.07.2021,22:00,23:00,0.0,0.0,291,288,,612,614
01.07.2021,23:00,00:00,0.0,0.0,293,289,,611,612
02.07.2021,00:00,01:00,0.0,0.0,292,288,,612,615
02.07.2021,01:00,02:00,0.0,0.0,294,288,,611,613
02.07.2021,02:00,03:00,0.0,0.0,292,288,,612,613
02.07.2021,03:00,04:00,0.0,0.0,294,288,,611,612
02.07.2021,04:00,05:00,0.0,0.0,295,288,,610,612
02.07.2021,05:00,06:00,0.0,0.0,294,288,,611,611
02.07.2021,06:00,07:00,0.0,0.0,293,288,,613,611
02.07.2021,07:00,08:00,0.0,0.0,293,288,,609,611
02.07.2021,08:00,09:00,0.0,0.0,297,290,,611,607
02.07.2021,09:00,10:00,0.0,0.0,295,292,,610,612
02.07.2021,10:00,11:00,0.0,0.0,293,292,,609,609
02.07.2021,11:00,12:00,0.0,0.0,293,292,,610,609
02.07.2021,12:00,13:00,0.0,0.0,293,292,,608,609
02.07.2021,13:00,14:00,0.0,0.0,292,292,,609,609
02.07.2021,14:00,15:00,0.0,0.0,292,293,,607,609
02.07.2021,15:00,16:00,0.0,0.0,292,292,,609,609
02.07.2021,16:00,17:00,0.0,0.0,292,293,,609,610
02.07.2021,17:00,18:00,0.0,0.0,291,292,,608,608
02.07.2021,18:00,19:00,0.0,0.0,291,292,,610,608
02.07.2021,19:00,20:00,0.0,0.0,291,293,,608,608
02.07.2021,20:00,21:00,0.0,0.0,292,291,,611,609
02.07.2021,21:00,22:00,0.0,0.0,293,292,,609,609
02.07.2021,22:00,23:00,0.0,0.0,294,292,,612,610
02.07.2021,23:00,00:00,0.0,0.0,293,292,,612,612
03.07.2021,00:00,01:00,0.0,0.0,295,292,,612,609
03.07.2021,01:00,02:00,0.0,0.0,294,292,,612,611
03.07.2021,02:00,03:00,0.0,0.0,295,293,,613,612
03.07.2021,03:00,04:00,0.0,0.0,295,293,,613,612
03.07.2021,04:00,05:00,0.0,0.0,295,293,,612,611
03.07.2021,05:00,06:00,0.0,0.0,295,293,,613,613
03.07.2021,06:00,07:00,0.0,0.0,295,294,,613,612
03.07.2021,07:00,08:00,0.0,0.0,296,294,,611,611
03.07.2021,08:00,09:00,0.0,0.0,295,293,,611,610
03.07.2021,09:00,10:00,0.0,0.0,295,293,,610,610
03.07.2021,10:00,11:00,0.0,0.0,294,293,,609,608
03.07.2021,11:00,12:00,0.0,0.0,294,293,,604,606
03.07.2021,12:00,13:00,0.0,0.0,291,293,,608,580
03.07.2021,13:00,14:00,0.0,0.0,292,292,,608,575
03.07.2021,14:00,15:00,0.0,0.0,291,292,,607,600
03.07.2021,15:00,16:00,0.0,0.0,292,291,,607,607
03.07.2021,16:00,17:00,0.0,0.0,292,291,,606,604
03.07.2021,17:00,18:00,0.0,0.0,291,291,,606,606
03.07.2021,18:00,19:00,0.0,0.0,291,292,,606,607
03.07.2021,19:00,20:00,0.0,0.0,292,292,,609,608
03.07.2021,20:00,21:00,0.0,0.0,292,290,,607,605
03.07.2021,21:00,22:00,0.0,0.0,291,289,,608,606
03.07.2021,22:00,23:00,0.0,0.0,294,290,,608,606
03.07.2021,23:00,00:00,0.0,0.0,292,290,,607,607
04.07.2021,00:00,01:00,0.0,0.0,293,291,,609,608
04.07.2021,01:00,02:00,0.0,0.0,295,291,,610,611
04.07.2021,02:00,03:00,0.0,0.0,295,291,,611,611
04.07.2021,03:00,04:00,0.0,0.0,295,291,,610,611
04.07.2021,04:00,05:00,0.0,0.0,294,291,,611,610
04.07.2021,05:00,06:00,0.0,0.0,296,292,,613,613
04.07.2021,06:00,07:00,0.0,0.0,295,292,,611,613
04.07.2021,07:00,08:00,0.0,0.0,295,292,,610,612
04.07.2021,08:00,09:00,0.0,0.0,295,292,,610,612
04.07.2021,09:00,10:00,0.0,0.0,293,291,,610,612
04.07.2021,10:00,11:00,0.0,0.0,295,291,,609,611
04.07.2021,11:00,12:00,0.0,0.0,295,292,,608,610
04.07.2021,12:00,13:00,0.0,0.0,292,290,,607,610
04.07.2021,13:00,14:00,0.0,0.0,295,292,,609,609
04.07.2021,14:00,15:00,0.0,0.0,296,274,,599,608
04.07.2021,15:00,16:00,0.0,0.0,291,209,,507,600
04.07.2021,16:00,17:00,0.0,0.0,292,289,,605,609
04.07.2021,17:00,18:00,0.0,0.0,293,292,,609,609
04.07.2021,18:00,19:00,0.0,0.0,292,291,,608,610
04.07.2021,19:00,20:00,0.0,0.0,293,289,,607,609
04.07.2021,20:00,21:00,0.0,0.0,295,290,,608,609
04.07.2021,21:00,22:00,0.0,0.0,294,291,,608,609
04.07.2021,22:00,23:00,0.0,0.0,295,291,,609,611
04.07.2021,23:00,00:00,0.0,0.0,295,292,,610,611
05.07.2021,00:00,01:00,0.0,0.0,295,292,,609,610
05.07.2021,01:00,02:00,0.0,0.0,294,292,,610,611
05.07.2021,02:00,03:00,0.0,0.0,295,291,,611,611
05.07.2021,03:00,04:00,0.0,0.0,296,291,,610,610
05.07.2021,04:00,05:00,0.0,0.0,295,291,,609,612
05.07.2021,05:00,06:00,0.0,0.0,294,291,,611,611
05.07.2021,06:00,07:00,0.0,0.0,296,290,,610,611
05.07.2021,07:00,08:00,0.0,0.0,296,288,,610,611
05.07.2021,08:00,09:00,0.0,0.0,295,290,,610,611
05.07.2021,09:00,10:00,0.0,0.0,297,290,,614,614
05.07.2021,10:00,11:00,0.0,0.0,296,291,,620,611
05.07.2021,11:00,12:00,0.0,0.0,295,290,,622,611
05.07.2021,12:00,13:00,0.0,0.0,296,291,,614,613
05.07.2021,13:00,14:00,0.0,0.0,295,291,,611,612
05.07.2021,14:00,15:00,0.0,0.0,295,290,,609,611
05.07.2021,15:00,16:00,0.0,0.0,296,290,,611,613
05.07.2021,16:00,17:00,0.0,0.0,295,290,,609,611
05.07.2021,17:00,18:00,0.0,0.0,297,289,,610,611
05.07.2021,18:00,19:00,0.0,0.0,296,290,,609,612
05.07.2021,19:00,20:00,0.0,0.0,295,291,,619,610
05.07.2021,20:00,21:00,0.0,0.0,295,291,,620,613
05.07.2021,21:00,22:00,0.0,0.0,295,292,,613,611
05.07.2021,22:00,23:00,0.0,0.0,296,291,,611,612
05.07.2021,23:00,00:00,0.0,0.0,295,292,,611,612
06.07.2021,00:00,01:00,0.0,0.0,296,292,,610,612
06.07.2021,01:00,02:00,0.0,0.0,296,293,,611,589
06.07.2021,02:00,03:00,0.0,0.0,295,292,,612,451
06.07.2021,03:00,04:00,0.0,0.0,296,292,,610,450
06.07.2021,04:00,05:00,0.0,0.0,295,292,,610,450
06.07.2021,05:00,06:00,0.0,0.0,295,292,,611,452
06.07.2021,06:00,07:00,0.0,0.0,294,289,,614,593
06.07.2021,07:00,08:00,0.0,0.0,294,286,,619,612
06.07.2021,08:00,09:00,0.0,0.0,283,284,,619,612
06.07.2021,09:00,10:00,0.0,0.0,283,285,,483,487
06.07.2021,10:00,11:00,0.0,0.0,279,282,,290,290
06.07.2021,11:00,12:00,0.0,0.0,176,178,,303,299
06.07.2021,12:00,13:00,0.0,0.0,145,142,,283,289
06.07.2021,13:00,14:00,0.0,0.0,145,140,,272,288
06.07.2021,14:00,15:00,0.0,0.0,144,140,,274,293
06.07.2021,15:00,16:00,0.0,0.0,149,164,,303,363
06.07.2021,16:00,17:00,0.0,0.0,223,259,,347,362
06.07.2021,17:00,18:00,0.0,0.0,291,289,,360,363
06.07.2021,18:00,19:00,0.0,0.0,291,290,,374,375
06.07.2021,19:00,20:00,0.0,0.0,293,290,,384,380
06.07.2021,20:00,21:00,0.0,0.0,292,290,,387,385
06.07.2021,21:00,22:00,0.0,0.0,292,291,,394,392
06.07.2021,22:00,23:00,0.0,0.0,291,290,,392,390
06.07.2021,23:00,00:00,0.0,0.0,293,292,,397,393
07.07.2021,00:00,01:00,0.0,0.0,294,291,,396,393
07.07.2021,01:00,02:00,0.0,0.0,290,290,,397,392
07.07.2021,02:00,03:00,0.0,0.0,245,291,,396,392
07.07.2021,03:00,04:00,0.0,0.0,264,291,,397,393
07.07.2021,04:00,05:00,0.0,0.0,295,291,,396,395
07.07.2021,05:00,06:00,0.0,0.0,295,292,,396,393
07.07.2021,06:00,07:00,0.0,0.0,294,292,,397,393
07.07.2021,07:00,08:00,0.0,0.0,294,291,,395,391
07.07.2021,08:00,09:00,0.0,0.0,293,290,,396,394
07.07.2021,09:00,10:00,0.0,0.0,293,289,,402,400
07.07.2021,10:00,11:00,0.0,0.0,294,289,,400,401
07.07.2021,11:00,12:00,0.0,0.0,293,287,,400,400
07.07.2021,12:00,13:00,0.0,0.0,293,287,,398,398
07.07.2021,13:00,14:00,0.0,0.0,293,287,,402,399
07.07.2021,14:00,15:00,0.0,0.0,295,261,,400,401
07.07.2021,15:00,16:00,0.0,0.0,294,243,,405,410
07.07.2021,16:00,17:00,0.0,0.0,293,244,,406,410
07.07.2021,17:00,18:00,0.0,0.0,293,244,,416,418
07.07.2021,18:00,19:00,0.0,0.0,294,244,,418,419
07.07.2021,19:00,20:00,0.0,0.0,294,244,,418,419
07.07.2021,20:00,21:00,0.0,0.0,293,279,,417,419
07.07.2021,21:00,22:00,0.0,0.0,250,250,,419,421
07.07.2021,22:00,23:00,0.0,0.0,245,244,,421,422
07.07.2021,23:00,00:00,0.0,0.0,247,246,,420,421
08.07.2021,00:00,01:00,0.0,0.0,255,246,,421,422
08.07.2021,01:00,02:00,0.0,0.0,258,283,,420,421
08.07.2021,02:00,03:00,0.0,0.0,257,289,,423,424
08.07.2021,03:00,04:00,0.0,0.0,259,291,,421,422
08.07.2021,04:00,05:00,0.0,0.0,263,290,,423,422
08.07.2021,05:00,06:00,0.0,0.0,294,290,,421,422
08.07.2021,06:00,07:00,0.0,0.0,294,290,,422,420
08.07.2021,07:00,08:00,0.0,0.0,293,290,,420,421
08.07.2021,08:00,09:00,0.0,0.0,266,290,,421,422
08.07.2021,09:00,10:00,0.0,0.0,246,290,,419,420
08.07.2021,10:00,11:00,0.0,0.0,272,290,,420,421
08.07.2021,11:00,12:00,0.0,0.0,293,290,,418,418
08.07.2021,12:00,13:00,0.0,0.0,294,290,,419,420
08.07.2021,13:00,14:00,0.0,0.0,293,290,,416,419
08.07.2021,14:00,15:00,0.0,0.0,294,290,,418,420
08.07.2021,15:00,16:00,0.0,0.0,294,290,,417,419
08.07.2021,16:00,17:00,0.0,0.0,294,249,,419,421
08.07.2021,17:00,18:00,0.0,0.0,294,242,,418,420
08.07.2021,18:00,19:00,0.0,0.0,293,240,,418,419
08.07.2021,19:00,20:00,0.0,0.0,293,241,,419,420
08.07.2021,20:00,21:00,0.0,0.0,293,255,,419,420
08.07.2021,21:00,22:00,0.0,0.0,294,290,,421,421
08.07.2021,22:00,23:00,0.0,0.0,294,290,,420,422
08.07.2021,23:00,00:00,0.0,0.0,296,290,,420,421
09.07.2021,00:00,01:00,0.0,0.0,297,291,,421,421
09.07.2021,01:00,02:00,0.0,0.0,297,292,,421,422
09.07.2021,02:00,03:00,0.0,0.0,297,291,,422,422
09.07.2021,03:00,04:00,0.0,0.0,297,291,,422,423
09.07.2021,04:00,05:00,0.0,0.0,297,291,,428,429
09.07.2021,05:00,06:00,0.0,0.0,296,291,,582,580
09.07.2021,06:00,07:00,0.0,0.0,297,292,,612,614
09.07.2021,07:00,08:00,0.0,0.0,297,292,,615,628
09.07.2021,08:00,09:00,0.0,0.0,297,291,,621,626
09.07.2021,09:00,10:00,0.0,0.0,296,289,,619,625
09.07.2021,10:00,11:00,0.0,0.0,296,288,,619,626
09.07.2021,11:00,12:00,0.0,0.0,296,291,,608,625
09.07.2021,12:00,13:00,0.0,0.0,295,291,,609,616
09.07.2021,13:00,14:00,0.0,0.0,296,290,,608,611
09.07.2021,14:00,15:00,0.0,0.0,294,289,,608,608
09.07.2021,15:00,16:00,0.0,0.0,294,261,,607,610
09.07.2021,16:00,17:00,0.0,0.0,294,263,,608,609
09.07.2021,17:00,18:00,0.0,0.0,295,289,,608,610
09.07.2021,18:00,19:00,0.0,0.0,295,289,,607,610
09.07.2021,19:00,20:00,0.0,0.0,294,289,,608,610
09.07.2021,20:00,21:00,0.0,0.0,295,290,,608,611
09.07.2021,21:00,22:00,0.0,0.0,294,291,,608,617
09.07.2021,22:00,23:00,0.0,0.0,295,291,,610,612
09.07.2021,23:00,00:00,0.0,0.0,296,291,,609,610
10.07.2021,00:00,01:00,0.0,0.0,297,291,,609,613
10.07.2021,01:00,02:00,0.0,0.0,298,291,,610,613
10.07.2021,02:00,03:00,0.0,0.0,298,289,,608,612
10.07.2021,03:00,04:00,0.0,0.0,298,290,,610,611
10.07.2021,04:00,05:00,0.0,0.0,297,291,,610,613
10.07.2021,05:00,06:00,0.0,0.0,297,291,,610,612
10.07.2021,06:00,07:00,0.0,0.0,298,291,,610,612
10.07.2021,07:00,08:00,0.0,0.0,298,291,,619,611
10.07.2021,08:00,09:00,0.0,0.0,298,289,,619,610
10.07.2021,09:00,10:00,0.0,0.0,297,288,,618,608
10.07.2021,10:00,11:00,0.0,0.0,297,289,,611,607
10.07.2021,11:00,12:00,0.0,0.0,297,289,,607,607
10.07.2021,12:00,13:00,0.0,0.0,294,286,,607,607
10.07.2021,13:00,14:00,0.0,0.0,297,285,,607,608
10.07.2021,14:00,15:00,0.0,0.0,296,284,,607,607
10.07.2021,15:00,16:00,0.0,0.0,296,283,,606,607
10.07.2021,16:00,17:00,0.0,0.0,296,285,,607,607
10.07.2021,17:00,18:00,0.0,0.0,296,285,,607,607
10.07.2021,18:00,19:00,0.0,0.0,295,284,,607,606
10.07.2021,19:00,20:00,0.0,0.0,295,284,,608,607
10.07.2021,20:00,21:00,0.0,0.0,298,285,,610,609
10.07.2021,21:00,22:00,0.0,0.0,297,284,,610,606
10.07.2021,22:00,23:00,0.0,0.0,297,284,,609,607
10.07.2021,23:00,00:00,0.0,0.0,297,285,,610,610
11.07.2021,00:00,01:00,0.0,0.0,297,285,,609,609
11.07.2021,01:00,02:00,0.0,0.0,298,285,,612,611
11.07.2021,02:00,03:00,0.0,0.0,297,285,,612,611
11.07.2021,03:00,04:00,0.0,0.0,298,285,,616,611
11.07.2021,04:00,05:00,0.0,0.0,297,285,,621,611
11.07.2021,05:00,06:00,0.0,0.0,297,285,,620,610
11.07.2021,06:00,07:00,0.0,0.0,297,285,,618,609
11.07.2021,07:00,08:00,0.0,0.0,297,287,,611,610
11.07.2021,08:00,09:00,0.0,0.0,299,288,,610,609
11.07.2021,09:00,10:00,0.0,0.0,297,288,,607,608
11.07.2021,10:00,11:00,0.0,0.0,297,287,,610,609
11.07.2021,11:00,12:00,0.0,0.0,298,288,,610,608
11.07.2021,12:00,13:00,0.0,0.0,296,287,,606,606
11.07.2021,13:00,14:00,0.0,0.0,297,287,,607,606
11.07.2021,14:00,15:00,0.0,0.0,298,288,,608,608
11.07.2021,15:00,16:00,0.0,0.0,296,286,,605,605
11.07.2021,16:00,17:00,0.0,0.0,296,272,,606,606
11.07.2021,17:00,18:00,0.0,0.0,297,286,,606,606
11.07.2021,18:00,19:00,0.0,0.0,296,286,,605,605
11.07.2021,19:00,20:00,0.0,0.0,296,287,,605,605
11.07.2021,20:00,21:00,0.0,0.0,297,286,,607,608
11.07.2021,21:00,22:00,0.0,0.0,296,286,,608,606
11.07.2021,22:00,23:00,0.0,0.0,297,286,,607,608
11.07.2021,23:00,00:00,0.0,0.0,297,287,,608,608
12.07.2021,00:00,01:00,0.0,0.0,297,286,,554,608
12.07.2021,01:00,02:00,0.0,0.0,295,287,,549,608
12.07.2021,02:00,03:00,0.0,0.0,295,287,,547,610
12.07.2021,03:00,04:00,0.0,0.0,294,287,,604,612
12.07.2021,04:00,05:00,0.0,0.0,293,287,,611,607
12.07.2021,05:00,06:00,0.0,0.0,294,287,,611,608
12.07.2021,06:00,07:00,0.0,0.0,293,288,,612,610
12.07.2021,07:00,08:00,0.0,0.0,294,289,,620,622
12.07.2021,08:00,09:00,0.0,0.0,292,288,,618,618
12.07.2021,09:00,10:00,0.0,0.0,292,293,,606,623
12.07.2021,10:00,11:00,0.0,0.0,293,293,,596,613
12.07.2021,11:00,12:00,0.0,0.0,293,292,,609,611
12.07.2021,12:00,13:00,0.0,0.0,293,293,,609,607
12.07.2021,13:00,14:00,0.0,0.0,293,284,,605,603
12.07.2021,14:00,15:00,0.0,0.0,293,286,,607,605
12.07.2021,15:00,16:00,0.0,0.0,293,278,,608,604
12.07.2021,16:00,17:00,0.0,0.0,292,283,,605,604
12.07.2021,17:00,18:00,0.0,0.0,292,288,,606,605
12.07.2021,18:00,19:00,0.0,0.0,292,287,,607,604
12.07.2021,19:00,20:00,0.0,0.0,292,287,,607,606
12.07.2021,20:00,21:00,0.0,0.0,291,286,,607,606
12.07.2021,21:00,22:00,0.0,0.0,292,286,,607,605
12.07.2021,22:00,23:00,0.0,0.0,292,289,,609,606
12.07.2021,23:00,00:00,0.0,0.0,291,290,,608,607
13.07.2021,00:00,01:00,0.0,0.0,292,290,,608,606
13.07.2021,01:00,02:00,0.0,0.0,291,278,,608,606
13.07.2021,02:00,03:00,0.0,0.0,292,278,,605,606
13.07.2021,03:00,04:00,0.0,0.0,292,280,,604,605
13.07.2021,04:00,05:00,0.0,0.0,292,280,,604,605
13.07.2021,05:00,06:00,0.0,0.0,292,280,,606,607
13.07.2021,06:00,07:00,0.0,0.0,291,282,,608,606
13.07.2021,07:00,08:00,0.0,0.0,292,281,,607,617
13.07.2021,08:00,09:00,0.0,0.0,290,287,,607,614
13.07.2021,09:00,10:00,0.0,0.0,291,288,,606,611
13.07.2021,10:00,11:00,0.0,0.0,288,285,,599,606
13.07.2021,11:00,12:00,0.0,0.0,287,285,,597,605
13.07.2021,12:00,13:00,0.0,0.0,286,284,,594,593
13.07.2021,13:00,14:00,0.0,0.0,289,284,,594,594
13.07.2021,14:00,15:00,0.0,0.0,288,284,,592,589
13.07.2021,15:00,16:00,0.0,0.0,289,285,,594,593
13.07.2021,16:00,17:00,0.0,0.0,288,285,,593,593
13.07.2021,17:00,18:00,0.0,0.0,288,283,,593,590
13.07.2021,18:00,19:00,0.0,0.0,289,284,,592,600
13.07.2021,19:00,20:00,0.0,0.0,288,283,,593,602
13.07.2021,20:00,21:00,0.0,0.0,288,281,,593,591
13.07.2021,21:00,22:00,0.0,0.0,288,284,,593,592
13.07.2021,22:00,23:00,0.0,0.0,287,285,,594,592
13.07.2021,23:00,00:00,0.0,0.0,287,282,,594,592
14.07.2021,00:00,01:00,0.0,0.0,289,279,,593,592
14.07.2021,01:00,02:00,0.0,0.0,289,282,,595,574
14.07.2021,02:00,03:00,0.0,0.0,286,282,,592,551
14.07.2021,03:00,04:00,0.0,0.0,290,286,,595,549
14.07.2021,04:00,05:00,0.0,0.0,288,285,,594,549
14.07.2021,05:00,06:00,0.0,0.0,289,285,,594,588
14.07.2021,06:00,07:00,0.0,0.0,288,284,,593,593
14.07.2021,07:00,08:00,0.0,0.0,288,283,,594,599
14.07.2021,08:00,09:00,0.0,0.0,290,286,,597,608
14.07.2021,09:00,10:00,0.0,0.0,291,286,,605,611
14.07.2021,10:00,11:00,0.0,0.0,291,285,,603,612
14.07.2021,11:00,12:00,0.0,0.0,290,283,,603,612
14.07.2021,12:00,13:00,0.0,0.0,293,287,,609,611
14.07.2021,13:00,14:00,0.0,0.0,293,288,,603,595
14.07.2021,14:00,15:00,0.0,0.0,274,289,,496,445
14.07.2021,15:00,16:00,0.0,0.0,247,288,,576,571
14.07.2021,16:00,17:00,0.0,0.0,284,288,,601,604
14.07.2021,17:00,18:00,0.0,0.0,249,288,,602,603
14.07.2021,18:00,19:00,0.0,0.0,250,289,,593,602
14.07.2021,19:00,20:00,0.0,0.0,289,285,,556,585
14.07.2021,20:00,21:00,0.0,0.0,272,271,,564,586
14.07.2021,21:00,22:00,0.0,0.0,183,179,,560,579
14.07.2021,22:00,23:00,0.0,0.0,171,96,,561,555
14.07.2021,23:00,00:00,0.0,0.0,0,0,,560,524
15.07.2021,00:00,01:00,0.0,0.0,0,0,,561,535
15.07.2021,01:00,02:00,0.0,0.0,0,0,,532,467
15.07.2021,02:00,03:00,0.0,0.0,0,0,,523,399
15.07.2021,03:00,04:00,0.0,0.0,0,0,,549,408
15.07.2021,04:00,05:00,0.0,0.0,0,0,,568,408
15.07.2021,05:00,06:00,0.0,0.0,173,0,,570,407
15.07.2021,06:00,07:00,0.0,0.0,268,0,,572,449
15.07.2021,07:00,08:00,0.0,0.0,214,0,,605,488
15.07.2021,08:00,09:00,0.0,0.0,159,0,,603,480
15.07.2021,09:00,10:00,0.0,0.0,183,147,,597,445
15.07.2021,10:00,11:00,0.0,0.0,141,243,,600,410
15.07.2021,11:00,12:00,0.0,0.0,144,236,,599,432
15.07.2021,12:00,13:00,0.0,0.0,109,211,,600,460
15.07.2021,13:00,14:00,0.0,0.0,0,211,,601,568
15.07.2021,14:00,15:00,9.0,0.0,0,208,,598,574
15.07.2021,15:00,16:00,143.0,0.0,0,209,,599,576
15.07.2021,16:00,17:00,0.0,0.0,0,205,,591,567
15.07.2021,17:00,18:00,0.0,0.0,0,207,,595,581
15.07.2021,18:00,19:00,0.0,0.0,0,240,,597,583
15.07.2021,19:00,20:00,0.0,0.0,0,288,,601,598
15.07.2021,20:00,21:00,0.0,0.0,0,291,,598,597
15.07.2021,21:00,22:00,0.0,0.0,0,276,,602,608
15.07.2021,22:00,23:00,0.0,0.0,0,225,,603,610
15.07.2021,23:00,00:00,0.0,0.0,0,232,,601,609
16.07.2021,00:00,01:00,0.0,0.0,0,241,,601,608
16.07.2021,01:00,02:00,0.0,0.0,0,230,,601,611
16.07.2021,02:00,03:00,0.0,0.0,0,235,,566,609
16.07.2021,03:00,04:00,0.0,0.0,0,236,,514,600
16.07.2021,04:00,05:00,0.0,0.0,0,240,,510,598
16.07.2021,05:00,06:00,0.0,0.0,0,243,,583,610
16.07.2021,06:00,07:00,0.0,0.0,0,246,,606,624
16.07.2021,07:00,08:00,0.0,0.0,0,245,,610,623
16.07.2021,08:00,09:00,0.0,0.0,22,244,,609,619
16.07.2021,09:00,10:00,0.0,0.0,203,246,,610,621
16.07.2021,10:00,11:00,0.0,0.0,282,247,,601,621
16.07.2021,11:00,12:00,0.0,0.0,268,248,,601,613
16.07.2021,12:00,13:00,0.0,0.0,248,247,,600,606
16.07.2021,13:00,14:00,0.0,0.0,291,247,,598,604
16.07.2021,14:00,15:00,0.0,0.0,294,247,,599,604
16.07.2021,15:00,16:00,0.0,0.0,295,247,,600,605
16.07.2021,16:00,17:00,0.0,0.0,295,247,,600,605
16.07.2021,17:00,18:00,0.0,0.0,295,246,,602,605
16.07.2021,18:00,19:00,0.0,0.0,296,245,,601,605
16.07.2021,19:00,20:00,0.0,0.0,295,246,,601,619
16.07.2021,20:00,21:00,0.0,0.0,295,248,,604,617
16.07.2021,21:00,22:00,0.0,0.0,298,171,,604,608
16.07.2021,22:00,23:00,0.0,0.0,295,0,,602,605
16.07.2021,23:00,00:00,0.0,0.0,291,0,,603,608
17.07.2021,00:00,01:00,0.0,0.0,288,0,,604,604
17.07.2021,01:00,02:00,0.0,0.0,276,0,,593,600
17.07.2021,02:00,03:00,0.0,0.0,228,0,,564,386
17.07.2021,03:00,04:00,0.0,0.0,288,0,,608,0
17.07.2021,04:00,05:00,0.0,0.0,282,0,,603,0
17.07.2021,05:00,06:00,0.0,0.0,282,0,,605,0
17.07.2021,06:00,07:00,0.0,0.0,282,0,,604,0
17.07.2021,07:00,08:00,0.0,0.0,282,0,,606,0
17.07.2021,08:00,09:00,0.0,0.0,278,0,,610,0
17.07.2021,09:00,10:00,0.0,0.0,277,0,,595,0
17.07.2021,10:00,11:00,0.0,0.0,279,0,,569,0
17.07.2021,11:00,12:00,0.0,0.0,278,0,,593,0
17.07.2021,12:00,13:00,0.0,0.0,276,0,,587,0
17.07.2021,13:00,14:00,0.0,0.0,175,0,,465,0
17.07.2021,14:00,15:00,0.0,0.0,172,0,,450,0
17.07.2021,15:00,16:00,0.0,0.0,175,0,,448,0
17.07.2021,16:00,17:00,0.0,0.0,180,0,,446,0
17.07.2021,17:00,18:00,0.0,0.0,183,0,,473,0
17.07.2021,18:00,19:00,0.0,0.0,268,0,,588,0
17.07.2021,19:00,20:00,0.0,0.0,282,0,,591,0
17.07.2021,20:00,21:00,0.0,0.0,293,0,,592,0
17.07.2021,21:00,22:00,0.0,0.0,293,0,,593,0
17.07.2021,22:00,23:00,0.0,0.0,294,0,,593,0
17.07.2021,23:00,00:00,0.0,0.0,215,0,,514,0
18.07.2021,00:00,01:00,0.0,0.0,169,0,,447,0
18.07.2021,01:00,02:00,0.0,0.0,171,0,,449,0
18.07.2021,02:00,03:00,0.0,0.0,171,0,,447,0
18.07.2021,03:00,04:00,0.0,0.0,170,0,,448,0
18.07.2021,04:00,05:00,0.0,0.0,170,0,,448,0
18.07.2021,05:00,06:00,0.0,0.0,171,0,,447,0
18.07.2021,06:00,07:00,0.0,0.0,170,0,,449,0
18.07.2021,07:00,08:00,0.0,0.0,170,0,,448,0
18.07.2021,08:00,09:00,0.0,0.0,170,0,,449,0
18.07.2021,09:00,10:00,0.0,0.0,169,0,,449,0
18.07.2021,10:00,11:00,0.0,0.0,169,0,,450,0
18.07.2021,11:00,12:00,0.0,0.0,170,0,,449,0
18.07.2021,12:00,13:00,0.0,0.0,170,0,,447,0
18.07.2021,13:00,14:00,0.0,0.0,171,0,,448,0
18.07.2021,14:00,15:00,0.0,0.0,171,0,,447,0
18.07.2021,15:00,16:00,0.0,0.0,169,0,,449,0
